isbn,title,pages,price,edition_num,print_series,category_id
6569814924,book_title01204,1743,131.4,6,37,35
2374403706,book_title01205,48,90.0,8,67,32
4149066135,book_title01206,589,10.8,3,10,2
4468972164,book_title01207,1243,27.3,4,62,12
6597395259,book_title01208,775,23.7,4,8,15
2769773763,book_title01209,1383,103.1,8,76,35
5511281445,book_title01210,280,18.0,3,68,31
1881385238,book_title01211,1189,115.2,3,56,34
2625276132,book_title01212,1444,198.3,5,66,40
3879569324,book_title01213,992,189.9,2,58,7
1840441177,book_title01214,1100,16.2,4,19,36
4814216217,book_title01215,186,167.7,6,68,5
6896042521,book_title01216,431,47.7,2,13,21
8128266113,book_title01217,42,86.3,5,9,5
3507947021,book_title01218,705,189.2,1,23,28
4007709269,book_title01219,718,23.5,6,33,16
9815004256,book_title01220,1589,96.9,7,53,2
4459624737,book_title01221,1109,115.0,4,12,28
3353358432,book_title01222,618,76.9,7,79,37
2958139173,book_title01223,1756,195.2,3,24,39
6524411974,book_title01224,1409,122.7,1,28,22
8909350256,book_title01225,1041,81.6,5,71,26
2798763632,book_title01226,213,94.6,1,13,6
4252899616,book_title01227,1388,71.1,1,18,30
7263645049,book_title01228,1201,53.6,3,20,28
8855046823,book_title01229,1933,100.5,6,67,2
4878154194,book_title01230,160,193.9,8,57,26
5376700585,book_title01231,350,46.2,1,27,21
6309415684,book_title01232,797,128.6,1,13,7
8984302996,book_title01233,729,135.2,3,37,28
2424989042,book_title01234,796,75.9,8,30,28
3259353158,book_title01235,1598,12.3,8,75,39
7242822605,book_title01236,1258,23.1,6,64,13
1019534831,book_title01237,897,55.9,3,8,24
5663254694,book_title01238,1886,160.3,8,73,9
4095187382,book_title01239,1153,187.7,4,61,35
3169841055,book_title01240,669,55.1,7,5,39
9315203111,book_title01241,1636,76.2,1,62,31
3587102429,book_title01242,974,89.7,3,70,14
8841743846,book_title01243,594,176.6,2,79,38
2627204550,book_title01244,1871,197.0,8,61,19
8981686771,book_title01245,905,171.0,6,65,14
2603701910,book_title01246,1122,186.8,3,10,25
4933169339,book_title01247,888,169.9,3,44,23
1997456866,book_title01248,398,164.9,7,62,15
7226553397,book_title01249,1239,33.9,4,39,7
8296195809,book_title01250,1902,6.8,6,45,12
9350226367,book_title01250,1763,190.1,5,11,16
7792066692,book_title01251,1303,49.0,2,26,17
3263576243,book_title01252,660,176.6,5,43,8
2609184389,book_title01253,1192,60.1,5,31,39
7574553704,book_title01254,844,46.9,3,17,36
1009174426,book_title01255,500,145.3,2,36,24
4706774707,book_title01256,1625,194.5,8,59,1
6862746997,book_title01257,941,190.2,4,14,35
6148126440,book_title01258,575,188.8,2,22,28
3646193169,book_title01259,1469,130.4,3,3,4
2703478489,book_title01260,156,13.6,4,64,31
8055462100,book_title01261,398,193.9,8,4,37
4624214997,book_title01262,258,82.1,7,35,13
9887723764,book_title01263,1563,159.7,5,65,40
4980320351,book_title01264,380,153.3,2,53,2
8135188583,book_title01265,1181,96.4,1,59,10
5144482182,book_title01266,1925,43.1,4,8,21
2721692841,book_title01267,349,171.4,2,77,40
7579926865,book_title01268,1531,40.9,3,15,35
1909623018,book_title01269,1790,93.5,3,79,12
5011531778,book_title01270,489,192.5,1,36,13
2643470592,book_title01271,481,174.2,1,59,22
3874716934,book_title01272,724,118.5,4,53,30
1835626775,book_title01273,930,28.6,8,57,13
5231263284,book_title01274,726,81.8,8,2,18
5797781544,book_title01275,537,133.0,7,30,23
8587613399,book_title01276,475,126.8,7,67,23
1328299323,book_title01277,564,177.6,5,78,30
5869476532,book_title01278,219,155.1,4,78,25
9398126728,book_title01279,1688,41.8,7,37,38
3138761139,book_title01280,78,112.9,1,5,4
5944661762,book_title01281,153,102.3,4,55,6
1157630793,book_title01282,234,107.7,6,35,29
8107871918,book_title01283,675,187.0,6,24,19
9772684313,book_title01284,1762,110.1,7,43,28
3176782698,book_title01285,1107,198.3,8,42,5
1309569890,book_title01286,1158,16.1,2,17,35
3617696554,book_title01287,819,74.9,5,53,4
7908057544,book_title01288,1062,68.9,1,72,12
5641504671,book_title01289,58,27.9,8,21,20
6864046437,book_title01290,1900,169.9,7,31,4
8841373527,book_title01291,468,45.9,6,75,7
5214432376,book_title01292,1127,55.8,1,15,28
3458026160,book_title01293,1233,147.4,8,18,25
9608797336,book_title01294,1381,21.0,7,62,34
5836914540,book_title01295,268,76.2,2,68,5
6251008093,book_title01296,505,121.2,7,41,39
3319189181,book_title01297,1278,162.6,2,8,4
2061174736,book_title01298,1853,49.3,6,42,21
9043080555,book_title01299,798,78.2,8,3,21
7980554957,book_title01300,1780,28.7,3,59,7
8297497210,book_title01301,1647,33.2,7,9,19
6861501710,book_title01302,770,8.3,1,77,33
8800846392,book_title01303,865,62.6,7,13,37
5683412579,book_title01304,1468,41.6,7,12,34
8962582599,book_title01305,552,9.8,5,45,13
8100699412,book_title01306,1904,25.9,7,55,5
9758028017,book_title01307,1038,46.9,5,46,31
2493115068,book_title01308,1710,55.4,6,40,33
8787349976,book_title01309,70,102.2,5,58,13
7143495897,book_title01310,1029,18.6,6,58,32
4893670371,book_title01311,934,182.6,8,47,28
8147848058,book_title01312,1114,147.5,2,25,25
6735434081,book_title01313,1768,161.9,2,6,5
2123847922,book_title01314,1799,135.4,3,13,4
6785250050,book_title01315,890,134.2,4,62,27
6375641021,book_title01316,1001,141.8,1,40,29
4641155121,book_title01317,293,6.9,4,67,40
1458516131,book_title01318,1800,167.0,2,22,34
8840415419,book_title01319,1334,73.2,8,64,20
9620075712,book_title01320,378,22.1,7,62,15
8792999537,book_title01321,776,144.4,1,7,21
5982799223,book_title01322,1394,142.1,7,75,35
2769615620,book_title01323,1085,171.6,5,31,37
1330451172,book_title01324,1923,131.9,2,43,12
4059492664,book_title01325,651,180.2,1,49,34
2993615266,book_title01326,1640,181.0,1,2,9
5510281063,book_title01327,1200,43.8,5,37,19
5809527199,book_title01328,1306,143.9,5,32,16
4380638915,book_title01329,224,149.8,7,2,6
5027022547,book_title01330,1608,164.7,8,28,8
1613144301,book_title01331,604,122.3,6,53,35
3120309313,book_title01332,1779,57.4,2,22,30
8241278567,book_title01333,104,18.1,3,62,37
4545976935,book_title01334,1626,110.4,6,75,13
2903382393,book_title01335,1345,140.1,3,72,22
7335257249,book_title01336,419,165.0,6,15,26
4301533649,book_title01337,84,121.8,5,24,23
4130966735,book_title01338,95,24.6,3,25,10
6240385817,book_title01339,764,160.6,3,40,31
2898061079,book_title01340,199,26.2,3,11,6
5504125653,book_title01341,1645,32.2,3,46,7
2789383238,book_title01342,329,149.1,5,7,17
6961392428,book_title01342,1508,114.5,8,70,34
9322643356,book_title01343,65,194.2,8,80,36
5793836100,book_title01344,70,13.2,4,29,23
4732771407,book_title01345,278,53.2,2,71,23
3024384732,book_title01346,55,39.2,6,13,19
3930889048,book_title01347,913,51.5,1,70,33
3097203018,book_title01348,1753,63.2,3,22,13
4283702831,book_title01349,1610,165.1,3,13,40
4486052197,book_title01350,1987,71.4,1,23,34
3777067148,book_title01351,1216,21.2,2,3,5
3886732458,book_title01352,963,170.3,2,42,1
2661665963,book_title01353,638,35.2,7,14,26
3060942351,book_title01354,34,35.1,2,5,30
3280741332,book_title01355,623,172.4,6,65,8
4792678281,book_title01356,1624,193.9,5,10,12
1576151372,book_title01357,1450,19.1,4,44,25
2259100175,book_title01358,1283,141.0,5,28,6
9134791837,book_title01359,1849,155.9,3,56,11
9582597420,book_title01360,583,168.7,1,68,13
9360089900,book_title01361,544,194.5,3,72,38
5929090134,book_title01362,458,144.9,2,31,40
8075501436,book_title01363,1266,25.5,8,75,8
1519316303,book_title01364,643,121.1,6,59,39
4439379144,book_title01365,1777,51.1,7,69,18
2818937995,book_title01366,313,138.8,6,43,1
9920579289,book_title01367,1560,6.2,8,10,33
7591226422,book_title01368,1944,71.4,2,50,17
8714259725,book_title01369,1176,94.5,6,8,17
4414329954,book_title01370,1327,185.0,3,49,22
3400027684,book_title01371,1819,96.9,2,6,37
3894129686,book_title01372,1051,93.9,5,14,4
5938649188,book_title01373,1463,71.4,6,69,19
5282231428,book_title01374,790,58.9,5,2,21
8522713937,book_title01375,1205,44.1,5,28,24
2079194580,book_title01376,1564,195.7,7,69,1
3163311862,book_title01377,503,11.5,1,58,39
4837120529,book_title01378,1903,20.6,7,75,20
6850203350,book_title01379,1278,100.6,5,21,26
8567617041,book_title01380,1980,69.3,6,65,12
7280385766,book_title01381,1489,106.8,4,3,26
3098965758,book_title01382,1237,84.6,5,28,31
2873345104,book_title01383,285,143.1,8,16,28
4540044955,book_title01384,555,58.1,5,59,12
5635695561,book_title01385,60,147.4,7,45,14
4147172642,book_title01386,1287,104.1,4,65,3
5859315596,book_title01387,1942,161.9,7,25,17
9815826864,book_title01388,1631,79.0,1,34,18
5105881057,book_title01389,1135,167.7,7,13,13
1864674665,book_title01390,1114,43.9,3,29,19
2923760869,book_title01391,1633,56.3,8,27,10
8915107271,book_title01392,507,189.3,8,69,8
8588380038,book_title01393,811,59.0,1,6,21
9191230599,book_title01394,692,125.3,2,9,34
5400673240,book_title01395,460,194.8,3,68,27
7699968073,book_title01396,1251,37.0,3,13,26
5228785649,book_title01397,201,58.8,2,23,7
1646971284,book_title01398,63,44.7,5,53,22
5267607387,book_title01399,1667,12.4,3,29,22
5073982647,book_title01400,579,53.8,4,17,38
4743797684,book_title01401,1988,48.5,4,26,2
6176693516,book_title01402,1800,119.2,3,67,12
7157205807,book_title01402,1598,130.0,6,13,13
8738772328,book_title01403,562,53.8,2,11,24
5609465824,book_title01404,752,152.6,4,61,18
7509494261,book_title01405,560,121.2,8,55,3
5800201987,book_title01406,395,165.2,4,70,18
2807341691,book_title01407,1438,70.4,3,23,6
1144165555,book_title01408,896,16.2,5,73,25
5901915192,book_title01409,1624,15.4,5,71,31
4884300241,book_title01410,37,49.7,7,10,19
5892579788,book_title01411,1402,195.5,4,17,3
7141141692,book_title01412,908,28.1,4,13,37
7810287390,book_title01413,239,195.0,6,14,38
1893288805,book_title01414,803,158.5,2,19,13
9692224602,book_title01415,544,58.7,4,13,27
8518777718,book_title01416,1289,142.0,2,75,40
1638534914,book_title01417,40,60.1,5,68,24
5099221395,book_title01418,450,85.5,7,13,11
8415564126,book_title01419,1962,114.2,1,37,20
7365049689,book_title01420,1523,36.8,1,59,19
8123600936,book_title01421,622,141.0,6,70,8
8256969885,book_title01422,236,153.8,1,72,34
9035235078,book_title01423,53,171.8,5,55,21
8245883434,book_title01424,1859,72.5,3,69,32
6422188848,book_title01425,1766,128.0,8,53,40
1321522920,book_title01426,1670,2.7,6,40,15
9298073355,book_title01427,1713,30.6,4,41,1
1881985824,book_title01428,1894,74.4,6,2,36
9551046965,book_title01429,785,75.9,2,78,13
1565946440,book_title01430,449,196.8,4,37,22
9210723940,book_title01431,256,138.6,4,55,32
2622827568,book_title01432,1748,152.3,2,70,30
8913674003,book_title01433,1831,88.8,7,5,16
3124300594,book_title01434,1306,40.0,8,8,33
6690189442,book_title01435,678,192.4,1,53,38
2620391639,book_title01436,125,111.1,5,1,12
1833472932,book_title01437,1321,190.6,8,79,6
9277878597,book_title01438,280,198.9,2,61,19
1374037691,book_title01439,461,81.1,8,78,27
5961994590,book_title01440,543,62.2,1,24,2
6670257514,book_title01441,1703,94.4,3,35,40
1396997405,book_title01442,179,24.4,7,31,28
7553491008,book_title01443,1093,40.0,3,70,27
2472748327,book_title01444,1429,57.5,3,20,16
8157702493,book_title01445,1228,46.9,6,11,2
3550674697,book_title01446,1626,197.1,4,17,12
9677983532,book_title01447,1912,47.7,5,60,18
9158286294,book_title01448,1123,15.6,2,69,6
9037761349,book_title01449,1061,17.7,3,72,22
2030959555,book_title01450,64,173.9,6,56,36
6899114027,book_title01451,502,90.1,5,10,13
6983389872,book_title01452,996,85.3,5,2,27
8654111954,book_title01453,615,96.1,6,44,21
1831883745,book_title01454,1612,191.9,8,68,22
9472139454,book_title01455,269,87.3,5,52,16
6238960450,book_title01456,1164,105.6,8,60,19
3170567077,book_title01457,221,189.1,6,77,30
1435413328,book_title01458,1173,144.6,3,4,35
1765193209,book_title01459,667,88.8,1,45,15
2276442001,book_title01460,1414,56.4,6,49,27
6738646156,book_title01461,1458,38.5,4,10,40
1512299304,book_title01462,968,7.8,8,45,39
1712268161,book_title01463,1615,40.7,3,3,11
8603184628,book_title01464,437,32.4,8,31,27
9836930068,book_title01465,1171,24.8,7,21,10
6394319590,book_title01466,803,95.2,5,38,7
7219213721,book_title01467,1334,123.3,8,63,26
5240528609,book_title01468,1062,173.7,2,21,1
7196741174,book_title01469,1176,176.8,2,11,20
8557112124,book_title01470,1707,164.7,1,48,37
4739541363,book_title01471,1593,9.3,1,31,28
7788808467,book_title01472,312,173.0,5,10,34
3437910386,book_title01473,892,29.2,5,15,16
1082780485,book_title01474,1638,55.8,2,5,3
6239987695,book_title01475,46,9.3,6,55,16
4958169194,book_title01476,309,117.3,7,61,4
2167139197,book_title01477,1597,42.2,1,41,11
3148506883,book_title01478,245,106.3,2,63,38
2585726754,book_title01479,1472,2.6,6,44,28
5583563238,book_title01480,1696,33.7,7,25,33
6892868657,book_title01481,1091,45.4,1,42,6
6102399289,book_title01482,1667,168.1,8,20,18
1491729787,book_title01483,1991,107.0,8,77,25
4940938306,book_title01484,741,158.6,1,50,11
9387557525,book_title01485,1032,186.4,3,27,22
3092252071,book_title01486,45,31.5,6,16,20
9194054341,book_title01487,1667,178.9,2,80,11
2557514630,book_title01488,509,47.0,8,76,25
6381606826,book_title01489,467,102.9,6,47,37
7981188514,book_title01490,789,184.4,1,67,19
6357997136,book_title01491,480,117.8,5,52,24
9567935363,book_title01492,1300,163.8,3,51,35
5703098323,book_title01493,680,96.9,2,24,28
6814873380,book_title01494,129,102.8,1,55,27
2812839012,book_title01495,725,85.7,7,54,28
7855245814,book_title01496,410,71.4,3,33,22
5963838985,book_title01497,1464,46.4,4,14,27
2782665575,book_title01498,1243,126.0,5,52,22
1621049954,book_title01499,940,105.8,1,29,27
3139537097,book_title01500,368,170.7,8,11,25
2808657192,book_title01501,1574,78.7,7,70,8
1790182145,book_title01502,843,143.9,3,27,1
7178531463,book_title01503,963,88.3,5,54,9
1013384571,book_title01504,278,35.1,6,45,32
3634412637,book_title01505,1721,175.0,5,68,4
5990165740,book_title01506,617,145.7,2,21,21
5179202850,book_title01507,692,98.2,3,51,15
1059622260,book_title01508,1483,158.1,8,33,12
4030445633,book_title01509,880,26.0,1,50,19
9840516332,book_title01510,1399,13.7,6,27,2
1912197601,book_title01511,346,92.2,5,64,4
4746786030,book_title01512,1091,4.8,8,68,31
6246819498,book_title01513,1938,144.1,1,10,34
8126959099,book_title01514,549,66.5,4,53,31
9428785686,book_title01515,1475,139.7,2,61,37
4140178712,book_title01516,1441,124.5,8,13,1
6909024677,book_title01517,386,192.8,6,4,40
6122336988,book_title01518,918,118.0,4,76,9
3284047345,book_title01519,107,46.7,5,79,28
2115585959,book_title01520,837,29.0,8,72,28
7817991975,book_title01521,1886,10.6,8,53,1
4466205084,book_title01522,1343,84.3,5,2,12
6210850715,book_title01523,753,146.6,4,48,18
8791494635,book_title01524,1374,99.5,7,79,39
6873997145,book_title01525,1426,86.4,6,72,9
3151755695,book_title01526,1081,123.4,7,28,36
9770608232,book_title01527,648,111.6,3,53,8
3983602393,book_title01528,1132,83.9,1,4,33
2647434300,book_title01529,1180,161.4,3,11,9
8667838630,book_title01530,113,168.3,5,3,27
7150633822,book_title01531,631,115.2,6,29,1
3822892816,book_title01532,1802,119.4,5,10,5
4205011232,book_title01532,454,172.8,2,23,13
1241001427,book_title01533,1834,153.9,7,39,3
2225244947,book_title01534,658,134.0,6,57,16
2118979767,book_title01535,506,10.4,1,73,6
7031263513,book_title01536,124,49.0,5,4,16
8135971492,book_title01537,1303,84.5,4,23,2
9614443434,book_title01538,513,139.8,6,33,15
5593413906,book_title01539,921,101.0,4,11,10
9980550692,book_title01540,748,16.5,1,25,8
8012904163,book_title01541,1817,143.9,7,33,8
4669592738,book_title01542,1668,124.6,6,42,30
8710700691,book_title01543,1908,165.2,1,24,1
3040921434,book_title01544,1369,161.7,2,37,31
5316399296,book_title01545,350,89.0,8,7,31
9357799030,book_title01546,1175,123.1,8,56,8
7922756398,book_title01547,909,191.3,1,3,33
2479883966,book_title01548,1853,25.2,6,3,24
4615365342,book_title01549,1961,10.6,4,45,17
6844651108,book_title01550,575,164.1,4,40,39
2657581207,book_title01551,1539,192.7,3,19,2
2301777643,book_title01552,1281,179.6,2,48,2
4519377118,book_title01553,296,152.3,4,60,21
3333888553,book_title01554,971,199.9,5,37,20
8632933655,book_title01555,1454,124.1,1,78,27
3534578294,book_title01556,375,7.2,8,54,18
7312650770,book_title01557,586,133.1,3,3,25
6585468636,book_title01558,1667,189.8,8,33,33
2998830108,book_title01559,316,86.3,1,6,18
9993687031,book_title01560,462,98.1,8,11,8
2462622454,book_title01561,1381,117.7,3,31,7
1051133204,book_title01562,1747,35.5,5,42,24
8118366542,book_title01563,1424,159.7,8,68,22
2548468726,book_title01564,1198,142.5,7,59,34
4145536970,book_title01565,1528,30.2,7,67,34
4628567742,book_title01566,1681,98.6,5,11,7
2976219031,book_title01567,548,9.2,2,15,14
5062301656,book_title01568,439,27.2,4,50,33
9151462222,book_title01569,131,129.0,3,54,21
8436161484,book_title01570,1896,86.9,5,37,35
5956199792,book_title01571,910,129.0,2,43,30
8607251126,book_title01572,994,150.9,7,16,32
6063470144,book_title01573,1201,104.1,7,73,5
5362877261,book_title01574,1573,15.5,6,1,31
9536952878,book_title01574,1466,58.6,3,55,5
3117396918,book_title01575,1227,163.9,5,72,18
5347967804,book_title01576,1367,41.8,8,38,29
8075880806,book_title01577,1436,47.2,6,14,36
4719250892,book_title01578,1134,140.6,8,45,16
7483340881,book_title01579,733,184.4,2,49,40
4638845136,book_title01580,191,73.5,8,57,21
1368789662,book_title01581,1751,55.3,1,29,23
2871347824,book_title01582,1817,38.3,8,17,11
5459224975,book_title01583,839,188.8,6,51,18
5714419336,book_title01584,32,94.8,3,5,13
7560793046,book_title01585,877,72.3,1,46,28
3233983120,book_title01586,454,38.3,2,39,18
5113362195,book_title01587,210,60.3,4,55,11
4358710761,book_title01588,1124,124.1,1,28,6
7968163957,book_title01589,1139,14.5,2,5,16
3403835474,book_title01590,1314,139.5,1,29,35
9329798038,book_title01591,583,174.1,2,24,21
8703315070,book_title01592,1496,28.8,3,59,16
7314353232,book_title01593,508,76.0,1,58,23
9408084951,book_title01594,293,56.6,4,53,25
5128582318,book_title01595,1032,163.1,8,6,27
2523067465,book_title01596,1121,94.9,6,76,4
4102077113,book_title01597,368,190.5,5,36,35
3214983483,book_title01598,597,175.1,3,37,11
4297495902,book_title01599,429,34.8,3,70,11
7078036410,book_title01600,138,172.8,1,10,27
9995879554,book_title01601,105,103.6,1,32,11
6627499089,book_title01602,1826,182.1,1,20,11
9375317749,book_title01603,34,125.8,7,36,36
4520373556,book_title01604,1181,101.2,8,59,34
2003128611,book_title01605,195,19.5,3,55,4
6435215119,book_title01606,233,68.5,3,45,10
8243303850,book_title01607,1670,157.7,8,3,29
7390318444,book_title01608,1240,157.5,2,75,18
1270646957,book_title01609,1994,138.5,4,65,7
8545398451,book_title01610,1813,162.5,8,24,10
2093248038,book_title01611,1826,70.7,4,56,11
7523270345,book_title01612,1839,7.2,7,31,22
7554934954,book_title01613,837,141.2,3,51,23
6788435981,book_title01614,128,99.2,5,4,16
3402363891,book_title01615,230,144.2,3,50,27
1768583875,book_title01616,793,185.3,6,78,38
3039378693,book_title01617,1530,191.8,1,30,25
8985256428,book_title01618,147,170.8,7,36,34
2427560696,book_title01619,964,177.9,1,44,5
8078728233,book_title01620,1987,63.2,8,4,31
7797078531,book_title01621,762,1.6,1,17,12
6720102635,book_title01622,1763,47.5,8,42,4
2113381946,book_title01623,766,167.4,1,35,35
9795939919,book_title01624,816,85.0,7,79,16
9287075104,book_title01625,1021,26.0,4,38,15
1761803229,book_title01626,1364,33.5,2,39,21
7525254288,book_title01627,1760,110.6,7,63,32
7851641565,book_title01628,622,144.0,4,47,31
7699521834,book_title01629,1784,3.2,5,8,5
9125053847,book_title01630,1499,154.6,7,37,39
2559284251,book_title01630,1764,11.5,1,23,2
8561067026,book_title01631,1058,178.1,1,43,14
2766832151,book_title01632,1095,88.5,1,60,38
3239264295,book_title01633,393,161.2,3,25,27
7358345397,book_title01634,31,106.6,8,19,23
6166977187,book_title01635,1094,161.6,7,65,19
6074609047,book_title01636,929,49.1,2,74,18
4684650707,book_title01637,1429,184.4,4,35,21
1761260733,book_title01638,1947,164.8,8,22,33
8822204486,book_title01639,532,184.2,4,9,24
1095307738,book_title01640,876,47.7,7,61,11
6110847344,book_title01641,1475,146.5,1,56,35
9283861110,book_title01642,230,59.5,8,23,5
3357741518,book_title01643,1171,14.3,1,55,19
9218373035,book_title01644,1472,17.4,6,3,23
5199373169,book_title01645,1824,138.5,3,57,11
5304170401,book_title01646,196,105.3,8,34,21
9518340340,book_title01647,396,102.6,7,59,13
4376564787,book_title01648,1281,1.8,4,64,20
4643816978,book_title01649,596,160.9,4,21,26
1144976158,book_title01650,1175,120.3,5,6,20
8603095908,book_title01651,953,119.4,2,21,6
2896606521,book_title01652,115,73.3,5,9,32
8269985252,book_title01653,30,91.1,8,60,15
3281201685,book_title01654,1416,125.4,8,35,9
2906764978,book_title01655,205,144.5,8,24,21
1993833182,book_title01656,1568,47.1,4,71,4
8250955988,book_title01657,856,55.9,5,39,3
4761108751,book_title01658,1895,106.4,7,60,33
6687676083,book_title01659,966,86.0,5,3,23
8346040830,book_title01660,596,146.4,5,62,33
1934680782,book_title01661,1936,143.2,7,46,37
5758127091,book_title01662,519,18.3,2,26,3
3434967440,book_title01663,197,73.8,1,33,9
3534857762,book_title01664,1655,155.3,4,57,2
4919142289,book_title01665,431,147.0,7,44,5
4177205731,book_title01666,1972,108.7,4,25,27
7824383122,book_title01667,587,73.8,6,74,33
2624082221,book_title01668,385,122.7,3,21,1
3944058620,book_title01669,507,179.8,5,26,24
7916106339,book_title01670,520,65.9,8,16,35
9179295961,book_title01671,1193,122.0,3,26,29
8335855765,book_title01672,1866,39.2,2,59,39
5595180784,book_title01673,479,161.8,2,43,36
6686718381,book_title01673,1456,82.2,6,77,15
1636702923,book_title01674,1932,4.6,3,20,40
2004464978,book_title01675,1283,91.3,2,68,25
3033626797,book_title01676,1270,148.5,5,25,10
3284757569,book_title01677,232,123.5,8,42,35
2152174361,book_title01678,928,15.1,4,5,11
3466266057,book_title01679,527,63.1,2,26,37
2663177629,book_title01680,836,35.1,3,57,1
8588318245,book_title01681,1829,184.7,2,77,18
6363172607,book_title01682,330,133.5,1,52,18
4004904527,book_title01683,533,198.9,2,59,30
8566091503,book_title01684,992,104.8,4,28,4
2214620491,book_title01685,627,95.9,5,48,26
1938343028,book_title01686,93,34.5,7,46,29
4499500374,book_title01687,626,123.2,3,35,14
6428139259,book_title01688,195,153.2,6,26,16
8785791229,book_title01689,1321,181.2,7,8,29
2446737955,book_title01690,734,162.1,5,73,27
9224925151,book_title01691,456,29.6,6,24,8
6902340462,book_title01692,142,191.6,4,71,4
3341652350,book_title01693,118,29.8,6,22,39
6299739385,book_title01694,829,132.7,5,57,6
4729462556,book_title01695,900,87.9,1,21,7
6412925398,book_title01696,793,115.8,5,72,26
7072421521,book_title01697,1063,194.4,7,34,21
8119020327,book_title01698,861,56.8,6,26,13
7782454446,book_title01699,1369,10.7,5,49,27
4159637054,book_title01700,1089,199.6,7,20,7
5901106627,book_title01701,1074,73.3,1,59,20
2578614871,book_title01702,1201,102.1,7,15,36
1246560987,book_title01703,759,83.5,5,45,1
3202693718,book_title01704,1156,165.6,5,26,20
6875126724,book_title01705,1845,198.5,3,26,18
2315229046,book_title01706,910,75.3,6,24,16
7899303669,book_title01707,281,193.2,7,54,23
7119797058,book_title01708,1378,64.4,7,36,32
9401152276,book_title01709,511,189.5,8,30,28
3017529429,book_title01710,758,34.1,1,22,40
5630653442,book_title01711,751,169.6,8,40,6
7261792620,book_title01712,808,190.7,3,37,6
2979312796,book_title01713,435,34.0,5,22,7
1118959169,book_title01714,1168,100.2,4,75,5
8228782508,book_title01715,110,69.3,3,70,3
6916947092,book_title01716,1926,45.3,3,48,8
7036412134,book_title01717,252,171.7,8,31,31
7019653071,book_title01718,1096,85.2,3,74,25
3899355102,book_title01719,151,47.4,4,73,30
3154218871,book_title01720,84,123.2,8,42,40
6774533070,book_title01721,1399,68.5,2,23,26
1363761626,book_title01722,821,89.8,3,57,21
6143492558,book_title01723,887,148.7,6,76,20
7994402113,book_title01724,1834,134.3,6,69,20
4240873163,book_title01725,1427,13.1,4,74,19
5161509428,book_title01726,463,136.6,2,56,11
6308403140,book_title01727,328,16.0,6,67,4
8591748368,book_title01728,228,170.6,6,4,10
2726047184,book_title01729,1993,142.2,5,45,2
9900189515,book_title01730,1122,196.2,4,47,15
3677058321,book_title01731,1973,113.5,6,67,19
9571452448,book_title01732,276,66.2,5,54,24
7277621112,book_title01733,707,124.4,2,48,14
3020250432,book_title01734,1407,100.1,2,72,17
2570052694,book_title01735,542,89.4,5,73,9
8465950920,book_title01736,417,105.8,5,35,13
8073042389,book_title01737,1750,180.1,4,73,5
9225133052,book_title01737,1569,71.0,8,46,2
8519710827,book_title01738,1495,116.7,2,14,2
2684120910,book_title01739,1298,118.1,5,1,14
6746183622,book_title01740,1772,26.9,3,39,24
9676641923,book_title01741,1040,60.5,7,18,40
9649953115,book_title01742,111,190.5,7,54,29
4214152587,book_title01743,907,116.9,8,2,17
5093976115,book_title01744,282,66.4,4,8,12
9058903050,book_title01745,1426,20.0,2,59,32
5854781657,book_title01746,844,6.9,4,12,17
1156781606,book_title01747,368,196.3,2,71,9
5008373198,book_title01748,1747,32.3,7,22,7
4371791667,book_title01749,604,165.8,5,29,39
7945296492,book_title01750,1651,193.1,5,32,19
8662198438,book_title01751,851,64.2,1,9,28
4570731439,book_title01752,1956,176.8,5,61,28
9869702928,book_title01753,1041,193.8,6,52,39
3576029518,book_title01754,1189,125.4,8,76,1
9341502619,book_title01755,601,39.2,7,26,28
1093377015,book_title01756,508,18.1,2,49,12
3631023720,book_title01757,1354,52.1,6,3,18
8112043407,book_title01758,613,112.1,7,74,25
5764857037,book_title01759,932,46.8,2,37,30
5104245883,book_title01760,36,103.0,6,9,35
7710112825,book_title01761,434,197.7,3,59,16
7541097019,book_title01762,1915,113.8,7,79,13
1092403110,book_title01763,205,67.8,1,60,9
4669291411,book_title01764,657,35.7,4,18,36
2166842144,book_title01765,407,80.1,4,34,3
6667719586,book_title01766,491,16.9,2,61,29
1012701121,book_title01767,989,13.7,7,76,33
3213373595,book_title01768,746,30.1,7,38,21
3142044025,book_title01769,876,147.2,6,45,22
1729280410,book_title01770,1613,14.3,6,68,18
8271823762,book_title01771,1851,23.7,1,50,20
4866636370,book_title01772,611,194.5,7,21,25
1694954899,book_title01773,39,81.1,6,61,5
1457269540,book_title01774,173,25.6,1,28,30
2040196611,book_title01775,553,79.9,4,28,11
7816697193,book_title01776,1584,75.0,3,33,37
4869700494,book_title01776,1325,171.4,6,67,19
4352333255,book_title01777,316,76.2,7,64,16
7542177768,book_title01778,790,131.6,7,38,38
9914107599,book_title01779,1104,181.9,7,2,1
9815431972,book_title01780,36,47.4,3,72,21
3597373638,book_title01781,1169,25.2,1,57,40
5634313779,book_title01782,1428,94.0,3,57,20
9663856400,book_title01783,599,185.6,1,59,38
6625743379,book_title01784,745,100.0,4,41,16
3453424634,book_title01785,735,51.8,7,51,27
3798316324,book_title01786,1941,29.7,1,20,16
9962579755,book_title01787,1734,195.6,6,1,7
8297713665,book_title01788,1486,36.8,7,68,40
9838347600,book_title01789,1189,56.2,8,44,33
